0,0.00128259940145361,7.95822763027003E-4
1.5,0.0312326154335214,0.0058061201728529
3,0.0626235992089651,0.0116211321118373
4.5,0.0988553590010406,0.012593884265675
6,0.08578720062819,0.02025162766129
9,0.13992673992674,0.0220455494418801
12,0.17685370741483,0.0152251107230713
18,0.326556815750054,0.0389578883709866
24,0.334075723830735,0.0334897425693085
36,0.414279951593384,0.0559193659320694
48,0.512024237833744,0.0646651340995519
72,0.518309451440151,0.022786080030783
96,0.633765991222336,0.0246818909768859
120,0.661714060808816,0.0270804576398992
